Evaluation Time,Model,Accuracy,Precision,Recall,F1_Score
2026-06-26 10:05:07,Logistic_Regression,0.7836322869955157,0.807837452536894,0.7836322869955157,0.78882743721445
2026-06-26 10:05:07,Random_Forest,0.7466367713004485,0.7925362787177034,0.7466367713004485,0.7602487158783459
2026-06-26 10:05:07,XGBoost,0.7298206278026906,0.7310969393535025,0.7298206278026906,0.7183355330250406
2026-06-26 10:05:07,SVM,0.7993273542600897,0.8078768756805842,0.7993273542600897,0.7991409186092214
